src	trg	nij
Oh_Wonder	Jessie_J	1
Oh_Wonder	LANY	2
Oh_Wonder	Rudimental	1
Oh_Wonder	The_Paper_Kites	1
Oh_Wonder	BOY	1
Oh_Wonder	Blondie	1
Oh_Wonder	Brandon_Flowers	1
Oh_Wonder	Fall_Out_Boy	1
Oh_Wonder	Foster_The_People	2
Oh_Wonder	La_Roux	1
Oh_Wonder	Lana_Del_Rey	4
Oh_Wonder	Lorde	5
Oh_Wonder	Santigold	1
Oh_Wonder	Sia	1
Oh_Wonder	Sky_Ferreira	1
Oh_Wonder	Sufjan_Stevens	1
Oh_Wonder	Taylor_Swift	2
Oh_Wonder	The_Weeknd	2
Oh_Wonder	Avicii	1
Oh_Wonder	Brett_Eldredge	1
Oh_Wonder	Carly_Rae_Jepsen	1
Oh_Wonder	Carrie_Underwood	1
Oh_Wonder	Cheat_Codes	1
Oh_Wonder	Dillon_Francis	2
Oh_Wonder	Diplo	1
Oh_Wonder	Drake	2
Oh_Wonder	Flux_Pavilion	1
Oh_Wonder	Imagine_Dragons	4
Oh_Wonder	Jeremih	1
Oh_Wonder	Jessie_James_Decker	1
Oh_Wonder	JoJo	1
Oh_Wonder	Kygo	2
Oh_Wonder	Melanie_Martinez	2
Oh_Wonder	Nelly	1
Oh_Wonder	Nick_Jonas	1
Oh_Wonder	Porter_Robinson	1
Oh_Wonder	Post_Malone	2
Oh_Wonder	Sammy_Adams	1
Oh_Wonder	Selena_Gomez	2
Oh_Wonder	Seven_Lions	1
Oh_Wonder	Sigala	1
Oh_Wonder	The_Chainsmokers	3
Oh_Wonder	Tim_McGraw	1
Oh_Wonder	Timeflies	1
Oh_Wonder	Wiz_Khalifa	1
Oh_Wonder	BØRNS	2
Oh_Wonder	Chance_The_Rapper	1
Oh_Wonder	Cody_Simpson	1
Oh_Wonder	DJ_Snake	1
Oh_Wonder	Fetty_Wap	1
Oh_Wonder	Fifth_Harmony	1
Oh_Wonder	G-Eazy	1
Oh_Wonder	Hailee_Steinfeld	4
Oh_Wonder	Jeremy_Zucker	3
Oh_Wonder	Kanye_West	1
Oh_Wonder	Kendrick_Lamar	2
Oh_Wonder	Khalid	3
Oh_Wonder	Louis_The_Child	2
Oh_Wonder	Major_Lazer	2
Oh_Wonder	Marina_and_the_Diamonds	1
Oh_Wonder	Marshmello	1
Oh_Wonder	MØ	2
Oh_Wonder	Niall_Horan	1
Oh_Wonder	Quinn_XCII	2
Oh_Wonder	Robin_Schulz	1
Oh_Wonder	San_Holo	2
Oh_Wonder	Shania_Twain	1
Oh_Wonder	Shawn_Mendes	2
Oh_Wonder	The_Vamps	1
Oh_Wonder	Tori_Kelly	1
Oh_Wonder	Zara_Larsson	2
Oh_Wonder	Ben_Platt	1
Oh_Wonder	Birdy	1
Oh_Wonder	David_Guetta	1
Oh_Wonder	Glee_Cast	1
Oh_Wonder	Grouplove	2
Oh_Wonder	Harry_Styles	1
Oh_Wonder	Hozier	1
Oh_Wonder	Jessie_Ware	1
Oh_Wonder	Machine_Gun_Kelly	1
Oh_Wonder	Meghan_Trainor	1
Oh_Wonder	Sabrina_Carpenter	2
Oh_Wonder	Sara_Bareilles	1
Oh_Wonder	Twenty_One_Pilots	2
Oh_Wonder	Young_the_Giant	2
Oh_Wonder	Zedd	1
Oh_Wonder	Benjamin_Francis_Leftwich	1
Oh_Wonder	Bon_Iver	1
Oh_Wonder	Bright_Eyes	1
Oh_Wonder	Feist	1
Oh_Wonder	Fleet_Foxes	1
Oh_Wonder	Grizzly_Bear	1
Oh_Wonder	High_Highs	2
Oh_Wonder	Ingrid_Michaelson	2
Oh_Wonder	Passenger	2
Oh_Wonder	Regina_Spektor	1
Oh_Wonder	The_Avett_Brothers	1
Oh_Wonder	The_Dodos	1
Oh_Wonder	The_Head_and_the_Heart	2
Oh_Wonder	The_Smiths	1
Oh_Wonder	AJR	2
Oh_Wonder	AWOLNATION	1
Oh_Wonder	Afrojack	1
Oh_Wonder	Alessia_Cara	1
Oh_Wonder	Andy_Mineo	1
Oh_Wonder	Ben_Rector	1
Oh_Wonder	Coldplay	1
Oh_Wonder	Galantis	1
Oh_Wonder	Jack_Garratt	2
Oh_Wonder	James_Bay	1
Oh_Wonder	Jon_Bellion	2
Oh_Wonder	Lukas_Graham	1
Oh_Wonder	Lupe_Fiasco	1
Oh_Wonder	OneRepublic	1
Oh_Wonder	Ron_Pope	1
Oh_Wonder	Stephen	1
Oh_Wonder	The_Script	1
Oh_Wonder	Vacationer	2
Oh_Wonder	Vance_Joy	2
Oh_Wonder	X_Ambassadors	1
Oh_Wonder	Zac_Brown_Band	1
Oh_Wonder	alt-J	2
Oh_Wonder	Alina_Baraz	2
Oh_Wonder	DJ_Khaled	1
Oh_Wonder	Gryffin	1
Oh_Wonder	Noah_Cyrus	1
Oh_Wonder	Tove_Lo	1
Oh_Wonder	Whethan	1
Oh_Wonder	blackbear	1
Oh_Wonder	Arcade_Fire	1
Oh_Wonder	Beck	1
Oh_Wonder	Bleachers	1
Oh_Wonder	COIN	2
Oh_Wonder	Daughter	1
Oh_Wonder	Glass_Animals	1
Oh_Wonder	Hippo_Campus	3
Oh_Wonder	Matt_and_Kim	1
Oh_Wonder	MisterWives	2
Oh_Wonder	Moon_Taxi	3
Oh_Wonder	Passion_Pit	1
Oh_Wonder	Phoenix	1
Oh_Wonder	Saint_Motel	2
Oh_Wonder	Sir_Sly	1
Oh_Wonder	Tame_Impala	1
Oh_Wonder	The_Griswolds	1
Oh_Wonder	The_National	1
Oh_Wonder	Two_Door_Cinema_Club	1
Oh_Wonder	A_R_I_Z_O_N_A	1
Oh_Wonder	Astrid_S	1
Oh_Wonder	Broods	1
Oh_Wonder	CHVRCHES	2
Oh_Wonder	Cash_Cash	1
Oh_Wonder	Frank_Ocean	1
Oh_Wonder	Jaymes_Young	1
Oh_Wonder	Lost_Kings	1
Oh_Wonder	Purity_Ring	2
Oh_Wonder	R3HAB	1
Oh_Wonder	Rainbow_Kitten_Surprise	2
Oh_Wonder	Snakehips	1
Oh_Wonder	The_Knocks	1
Oh_Wonder	The_Neighbourhood	1
Oh_Wonder	Bad_Suns	1
Oh_Wonder	Bombay_Bicycle_Club	1
Oh_Wonder	Electric_Guest	1
Oh_Wonder	Jazmine_Sullivan	1
Oh_Wonder	Katy_Perry	1
Oh_Wonder	Macklemore	1
Oh_Wonder	Miike_Snow	1
Oh_Wonder	The_1975	1
Oh_Wonder	Air_Traffic_Controller	1
Oh_Wonder	Ben_Howard	1
Oh_Wonder	Gregory_Alan_Isakov	1
Oh_Wonder	Paul_Simon	1
Oh_Wonder	The_Black_Keys	1
Oh_Wonder	The_Shins	1
Oh_Wonder	The_Tallest_Man_On_Earth	1
Banks	Bonobo	1
Banks	Charlie_Puth	3
Banks	Childish_Gambino	3
Banks	Diddy	1
Banks	Disclosure	1
Banks	Flume	3
Banks	Great_Good_Fine_Ok	1
Banks	Halsey	2
Banks	Jessie_J	1
Banks	LANY	1
Banks	Rudimental	1
Banks	The_Paper_Kites	1
Banks	Alanis_Morissette	1
Banks	First_Aid_Kit	1
Banks	Jake_Bugg	1
Banks	Noah_Cyrus	2
Banks	Sam_Smith	3
Banks	Adele	1
Banks	Amber_Run	1
Banks	EDEN	1
Banks	Ellie_Goulding	1
Banks	Frank_Ocean	2
Banks	James_Blake	1
Banks	Jimmy_Eat_World	1
Banks	Sam_Hunt	1
Banks	The_Fray	1
Banks	The_Weeknd	4
Banks	XXXTENTACION	2
Banks	blackbear	2
Banks	A_Tribe_Called_Quest	1
Banks	Father_John_Misty	1
Banks	Kendrick_Lamar	2
Banks	Mos_Def	1
Banks	Noname	1
Banks	SZA	1
Banks	Solange	1
Banks	Wale	1
Banks	Alina_Baraz	3
Banks	Angel_Olsen	1
Banks	Broods	1
Banks	Clams_Casino	1
Banks	DJ_Snake	2
Banks	French_Montana	1
Banks	Grimes	1
Banks	Gryffin	2
Banks	Hippie_Sabotage	1
Banks	Jai_Wolf	1
Banks	Lewis_Del_Mar	1
Banks	ODESZA	2
Banks	Phantogram	2
Banks	Purity_Ring	1
Banks	Seven_Lions	1
Banks	Slushii	1
Banks	Snakehips	1
Banks	The_Chainsmokers	3
Banks	The_Griswolds	1
Banks	Tycho	1
Banks	Washed_Out	1
Banks	Yeah_Yeah_Yeahs	1
Banks	ZHU	2
Banks	Lana_Del_Rey	1
Banks	Lord_Huron	1
Banks	Sia	2
Banks	Big_Sean	1
Banks	Drake	3
Banks	John_Legend	1
Banks	John_Lennon	1
Banks	John_Mayer	1
Banks	Kodaline	1
Banks	Lukas_Graham	1
Banks	Maroon_5	2
Banks	Passenger	1
Banks	Ron_Pope	1
Banks	DJ_Khaled	3
Banks	Hailee_Steinfeld	1
Banks	Khalid	2
Banks	Lorde	1
Banks	Sabrina_Carpenter	1
Banks	Shawn_Mendes	2
Banks	Tove_Lo	2
Banks	Whethan	1
Banks	Zara_Larsson	1
Banks	Toro_y_Moi	1
Banks	Arctic_Monkeys	2
Banks	Chance_The_Rapper	1
Banks	Eric_Church	1
Banks	Ginuwine	1
Banks	Gucci_Mane	1
Banks	Harry_Styles	2
Banks	Hozier	1
Banks	Jeremih	1
Banks	Kanye_West	2
Banks	Kehlani	1
Banks	Luke_Bryan	1
Banks	Miguel	1
Banks	Niall_Horan	2
Banks	Nick_Jonas	1
Banks	Rae_Sremmurd	1
Banks	Selena_Gomez	1
Banks	SoMo	1
Banks	The-Dream	1
Banks	The_1975	1
Banks	The_Beatles	1
Banks	The_Neighbourhood	1
Banks	Trey_Songz	1
Banks	ZAYN	2
Banks	Camila_Cabello	1
Banks	Cheat_Codes	1
Banks	Imagine_Dragons	1
Banks	Macklemore	1
Banks	Marshmello	1
Banks	Milky_Chance	1
Banks	Troye_Sivan	1
Banks	WALK_THE_MOON	1
Banks	Zedd	1
Banks	Alabama_Shakes	1
Banks	Arcade_Fire	1
Banks	BOY	1
Banks	Beck	1
Banks	Broken_Bells	1
Banks	Bush	1
Banks	Cage_The_Elephant	1
Banks	Cold_War_Kids	1
Banks	Death_Cab_for_Cutie	1
Banks	MisterWives	1
Banks	Modest_Mouse	1
Banks	Passion_Pit	1
Banks	Ratatat	1
Banks	Spoon	1
Banks	The_Naked_And_Famous	1
Banks	What_So_Not	1
Banks	Young_the_Giant	1
Banks	Bloc_Party	1
Banks	CHVRCHES	1
Banks	Common	1
Banks	Death_Grips	1
Banks	Eminem	1
Banks	JAY_Z	1
Banks	Juicy_J	1
Banks	Kevin_Gates	1
Banks	King_Krule	1
Banks	Mac_Miller	1
Banks	Robin_Thicke	1
Banks	Wiz_Khalifa	1
Diddy	Bonobo	1
Diddy	Charlie_Puth	1
Diddy	Childish_Gambino	3
Diddy	Disclosure	1
Diddy	Flume	1
Diddy	Great_Good_Fine_Ok	1
Diddy	Halsey	1
Diddy	Jessie_J	1
Diddy	LANY	1
Diddy	Rudimental	1
Diddy	The_Paper_Kites	2
Diddy	JJ_Lin	1
Diddy	Jay_Chou	1
Diddy	Leehom_Wang	1
Diddy	Lil_Jon	1
Diddy	Lukas_Graham	1
Diddy	Major_Lazer	1
Diddy	Meghan_Trainor	1
Diddy	Miguel	2
Diddy	Mike_Posner	1
Diddy	Sevyn_Streeter	1
Diddy	The_Chainsmokers	1
Diddy	The_Fray	1
Diddy	ZAYN	2
Diddy	Alessia_Cara	1
Diddy	August_Alsina	1
Diddy	Bryson_Tiller	2
Diddy	Chrisette_Michele	1
Diddy	DJ_Khaled	2
Diddy	DJ_Mustard	1
Diddy	Frank_Ocean	2
Diddy	G-Eazy	1
Diddy	Jamie_Foxx	2
Diddy	Jeremih	1
Diddy	Jidenna	1
Diddy	K_CAMP	1
Diddy	Kehlani	1
Diddy	Kid_Ink	1
Diddy	Lupe_Fiasco	1
Diddy	Nelly	1
Diddy	Post_Malone	1
Diddy	Tank	1
Diddy	The-Dream	1
Diddy	The_Weeknd	3
Diddy	Tinashe	1
Diddy	Tory_Lanez	1
Diddy	Trey_Songz	1
Diddy	Wale	2
Diddy	blackbear	1
Diddy	6LACK	1
Diddy	Big_Sean	1
Diddy	Drake	1
Diddy	Earl_Sweatshirt	1
Diddy	John_Legend	1
Diddy	Kanye_West	1
Diddy	Khalid	1
Diddy	Nick_Jonas	1
Diddy	PnB_Rock	1
Diddy	Russ	1
Diddy	T-Pain	1
Diddy	Adele	1
Diddy	Band_of_Horses	1
Diddy	Beck	1
Diddy	Benjamin_Francis_Leftwich	1
Diddy	Bob_Dylan	1
Diddy	Bright_Eyes	1
Diddy	Common	1
Diddy	Foo_Fighters	1
Diddy	Hozier	1
Diddy	Imagine_Dragons	1
Diddy	James_Taylor	1
Diddy	John_Mellencamp	1
Diddy	Kodaline	1
Diddy	Kygo	1
Diddy	Passenger	1
Diddy	Shawn_Mendes	1
Diddy	Twenty_One_Pilots	1
Diddy	Vampire_Weekend	1
Diddy	WALK_THE_MOON	1
Diddy	Wiz_Khalifa	1
Diddy	X_Ambassadors	1
Diddy	112	1
Diddy	2Pac	2
Diddy	Anthony_Hamilton	1
Diddy	Avant	1
Diddy	Boyz_II_Men	1
Diddy	Chingy	1
Diddy	Ginuwine	1
Diddy	Jagged_Edge	1
Diddy	Joe	1
Diddy	Keith_Sweat	1
Diddy	Luther_Vandross	1
Diddy	Musiq_Soulchild	1
Diddy	Twista	1
Diddy	E-40	1
Diddy	Makaveli	1
Diddy	Scarface	1
Diddy	Thug_Life	1
Flume	Bonobo	1
Flume	Charlie_Puth	5
Flume	Childish_Gambino	3
Flume	Disclosure	8
Flume	Great_Good_Fine_Ok	2
Flume	Halsey	4
Flume	Jessie_J	2
Flume	LANY	1
Flume	Rudimental	3
Flume	The_Paper_Kites	1
Flume	Alessia_Cara	8
Flume	Amy_Winehouse	1
Flume	Broods	3
Flume	Deorro	1
Flume	Ellie_Goulding	10
Flume	Empire_of_the_Sun	3
Flume	FRENSHIP	6
Flume	Flux_Pavilion	3
Flume	G-Eazy	5
Flume	Jack_Johnson	2
Flume	Jaymes_Young	3
Flume	Jessie_James_Decker	2
Flume	Kehlani	4
Flume	Kygo	13
Flume	Life_of_Dillon	1
Flume	Logic	1
Flume	Major_Lazer	11
Flume	Martin_Solveig	5
Flume	Matoma	5
Flume	MØ	7
Flume	Nelly	4
Flume	Phoenix	3
Flume	Rick_Ross	1
Flume	Robin_Schulz	4
Flume	Slightly_Stoopid	1
Flume	Stephen	1
Flume	Steve_Aoki	6
Flume	The_Chainsmokers	18
Flume	Troye_Sivan	2
Flume	Two_Door_Cinema_Club	2
Flume	Yellow_Claw	3
Flume	ZHU	3
Flume	Zara_Larsson	9
Flume	Alesso	4
Flume	Cash_Cash	4
Flume	Cheat_Codes	5
Flume	Chromeo	1
Flume	DJ_Khaled	3
Flume	Fifth_Harmony	9
Flume	Gryffin	3
Flume	Hailee_Steinfeld	6
Flume	Jonas_Blue	6
Flume	Little_Mix	1
Flume	Maroon_5	7
Flume	Owl_City	2
Flume	RAC	1
Flume	Seven_Lions	3
Flume	Smallpools	3
Flume	Timeflies	7
Flume	Zedd	3
Flume	2_Chainz	1
Flume	50_Cent	1
Flume	Afrojack	1
Flume	Big_Sean	2
Flume	Birdman	1
Flume	Bryson_Tiller	3
Flume	DJ_Snake	10
Flume	David_Guetta	7
Flume	Desiigner	3
Flume	Drake	13
Flume	Eminem	2
Flume	French_Montana	2
Flume	Future	2
Flume	Ginuwine	1
Flume	JAY_Z	1
Flume	Ja_Rule	1
Flume	Jennifer_Lopez	1
Flume	Kanye_West	6
Flume	Meek_Mill	1
Flume	Migos	1
Flume	Rae_Sremmurd	3
Flume	Sia	8
Flume	Snoop_Dogg	1
Flume	The-Dream	1
Flume	Trey_Songz	2
Flume	Twenty_One_Pilots	8
Flume	Tyga	1
Flume	Yo_Gotti	1
Flume	Young_Thug	1
Flume	Alicia_Keys	1
Flume	Andy_Grammer	2
Flume	Astrid_S	4
Flume	Bill_Withers	2
Flume	DRAM	4
Flume	Frank_Ocean	4
Flume	James_Arthur	1
Flume	Jeremih	5
Flume	John_Legend	1
Flume	Jon_Bellion	2
Flume	Lil_Wayne	2
Flume	Louis_The_Child	3
Flume	Machine_Gun_Kelly	1
Flume	Martin_Garrix	6
Flume	Meghan_Trainor	5
Flume	Noah_Cyrus	2
Flume	OneRepublic	2
Flume	Quinn_XCII	2
Flume	Shawn_Mendes	3
Flume	Sigala	3
Flume	Stevie_Wonder	1
Flume	The_Jackson_5	1
Flume	The_Vamps	2
Flume	The_Weeknd	10
Flume	Tove_Lo	3
Flume	Galantis	5
Flume	Nick_Jonas	4
Flume	The_Knocks	2
Flume	A_R_I_Z_O_N_A	2
Flume	Avicii	5
Flume	Bad_Suns	2
Flume	COIN	3
Flume	Coast_Modern	1
Flume	Fitz_and_The_Tantrums	2
Flume	Glass_Animals	4
Flume	Miike_Snow	5
Flume	NEEDTOBREATHE	1
Flume	Post_Malone	4
Flume	Alex_Newell	4
Flume	Bastille	3
Flume	Enrique_Iglesias	1
Flume	Fetty_Wap	3
Flume	Foster_The_People	2
Flume	Iggy_Azalea	1
Flume	Luis_Fonsi	1
Flume	Mark_Ronson	1
Flume	Mike_Posner	7
Flume	Pharrell_Williams	1
Flume	Robin_Thicke	2
Flume	Sean_Paul	1
Flume	Don_Omar	1
Flume	GTA	2
Flume	Icona_Pop	2
Flume	Lost_Kings	2
Flume	MercyMe	1
Flume	Milky_Chance	1
Flume	MisterWives	5
Flume	Porter_Robinson	4
Flume	Adele	4
Flume	Amber_Run	1
Flume	EDEN	1
Flume	James_Blake	2
Flume	Jimmy_Eat_World	1
Flume	Sam_Hunt	2
Flume	The_Fray	1
Flume	XXXTENTACION	1
Flume	blackbear	1
Flume	Alina_Baraz	3
Flume	BØRNS	5
Flume	Chance_The_Rapper	5
Flume	Electric_Guest	2
Flume	KYLE	3
Flume	Pentatonix	2
Flume	The_Strokes	1
Flume	Empire_Cast	1
Flume	Gwen_Stefani	1
Flume	James_Bay	2
Flume	Jhene_Aiko	1
Flume	Jidenna	1
Flume	Kelly_Clarkson	1
Flume	Lana_Del_Rey	6
Flume	Lukas_Graham	2
Flume	One_Direction	3
Flume	Sam_Smith	2
Flume	Selena_Gomez	6
Flume	Travis_Scott	4
Flume	WALK_THE_MOON	1
Flume	ZAYN	3
Flume	Angel_Olsen	1
Flume	Clams_Casino	1
Flume	Grimes	2
Flume	Hippie_Sabotage	1
Flume	Jai_Wolf	3
Flume	Lewis_Del_Mar	1
Flume	ODESZA	3
Flume	Phantogram	2
Flume	Purity_Ring	4
Flume	Slushii	1
Flume	Snakehips	4
Flume	The_Griswolds	2
Flume	Tycho	1
Flume	Washed_Out	2
Flume	Yeah_Yeah_Yeahs	2
Flume	Arcade_Fire	2
Flume	Dillon_Francis	2
Flume	Future_Islands	1
Flume	Gorillaz	2
Flume	Moby	1
Flume	Stars	2
Flume	The_Naked_And_Famous	2
Flume	Vance_Joy	2
Flume	Fergie	1
Flume	Imagine_Dragons	4
Flume	Kaskade	3
Flume	Madeon	1
Flume	Pia_Mia	1
Flume	Brett_Eldredge	1
Flume	Carly_Rae_Jepsen	2
Flume	Carrie_Underwood	1
Flume	Diplo	2
Flume	JoJo	2
Flume	Melanie_Martinez	1
Flume	Sammy_Adams	1
Flume	Tim_McGraw	1
Flume	Wiz_Khalifa	3
Flume	Bishop_Briggs	1
Flume	Chris_Stapleton	2
Flume	Cold_War_Kids	1
Flume	Counting_Crows	2
Flume	Earl_Sweatshirt	1
Flume	Jack_Garratt	3
Flume	Jay_Rock	1
Flume	Kendrick_Lamar	3
Flume	Kings_of_Leon	1
Flume	Michael_Kiwanuka	1
Flume	Mick_Jenkins	1
Flume	Noname	1
Flume	Run_The_Jewels	1
Flume	Santana	1
Flume	Tame_Impala	2
Flume	The_Game	1
Flume	The_Neighbourhood	2
Flume	The_xx	2
Flume	Wale	3
Flume	Young_the_Giant	3
Flume	Macklemore	2
Flume	Marian_Hill	1
Flume	gnash	3
Flume	Blasterjaxx	1
Flume	GoldLink	1
Flume	Blind_Pilot	1
Flume	Cage_The_Elephant	1
Flume	Khalid	4
Flume	Norah_Jones	2
Flume	Paramore	1
Flume	Sir_Sly	1
Flume	The_Beatles	1
Flume	alt-J	2
Flume	Crystal_Castles	1
Flume	Gold_Panda	1
Flume	MGMT	1
Flume	Mac_Demarco	1
Flume	Pixies	1
Flume	Toro_y_Moi	1
Flume	AJR	3
Flume	CHVRCHES	2
Flume	Jeremy_Zucker	1
Flume	Moon_Taxi	1
Flume	R3HAB	1
Flume	Rainbow_Kitten_Surprise	1
Flume	San_Holo	1
Flume	Kevin_Gates	2
Flume	Tory_Lanez	1
Flume	Elvis_Presley	2
Flume	Lorde	2
Flume	Ludacris	1
Flume	Bebe_Rexha	3
Flume	Christina_Perri	1
Flume	Katy_Perry	2
Flume	Tori_Kelly	1
Flume	Sam_Feldt	1
Flume	Skizzy_Mars	2
Flume	Viceroy	1
Flume	Bombay_Bicycle_Club	1
Flume	Hippo_Campus	1
Flume	Ingrid_Michaelson	1
Flume	Jazmine_Sullivan	1
Flume	The_1975	1
Flume	Aloe_Blacc	1
Flume	Billy_Joel	1
Flume	Coldplay	3
Flume	James_Taylor	1
Flume	Kodaline	1
Flume	LCD_Soundsystem	1
Flume	Muse	1
Flume	Passenger	1
Flume	Ray_LaMontagne	1
Flume	Sugar_Ray	1
Flume	The_Avett_Brothers	1
Flume	The_Black_Keys	1
Flume	The_Temper_Trap	1
Flume	The_White_Panda	1
Flume	Firebeatz	1
Flume	Flosstradamus	1
Flume	Jauz	1
Flume	Tchami	1
Flume	Lenny_Kravitz	1
Flume	Miguel	2
Flume	Rebelution	1
Flume	Russ	1
Flume	SZA	1
Flume	SoMo	1
Flume	Terror_Jr	1
Flume	The_Civil_Wars	1
Flume	Tinashe	1
Flume	Tom_Waits	1
Flume	K_CAMP	1
Flume	Mike_Stud	1
Flume	Mike_WiLL_Made-It	1
Flume	ScHoolboy_Q	1
Flume	Speaker_Knockerz	1
Flume	Don_McLean	1
Flume	HONNE	1
Flume	Keith_Urban	1
Flume	Kip_Moore	1
Flume	Little_Big_Town	1
Flume	Mutemath	1
Flume	Thomas_Rhett	1
Flume	X_Ambassadors	1
Flume	Gavin_DeGraw	1
Flume	Hozier	1
Halsey	Bonobo	1
Halsey	Charlie_Puth	7
Halsey	Childish_Gambino	3
Halsey	Disclosure	4
Halsey	Great_Good_Fine_Ok	1
Halsey	Jessie_J	2
Halsey	LANY	1
Halsey	Rudimental	2
Halsey	The_Paper_Kites	2
Halsey	6LACK	1
Halsey	A_R_I_Z_O_N_A	4
Halsey	Avicii	2
Halsey	Hailee_Steinfeld	7
Halsey	Hoodie_Allen	1
Halsey	J_Balvin	1
Halsey	Khalid	6
Halsey	Lauv	3
Halsey	Lorde	4
Halsey	Macklemore	1
Halsey	Maroon_5	8
Halsey	Marshmello	4
Halsey	Miguel	3
Halsey	Quinn_XCII	3
Halsey	Rita_Ora	1
Halsey	Roy_Woods	1
Halsey	Russ	4
Halsey	SZA	2
Halsey	Saint_Motel	2
Halsey	Sam_Smith	3
Halsey	The_Head_and_the_Heart	1
Halsey	ZAYN	4
Halsey	Akon	1
Halsey	Alessia_Cara	4
Halsey	Alex_Newell	1
Halsey	Birdy	6
Halsey	Coldplay	3
Halsey	Diplo	2
Halsey	Echosmith	2
Halsey	Ellie_Goulding	5
Halsey	Fifth_Harmony	5
Halsey	Galantis	2
Halsey	Jon_Bellion	2
Halsey	Kygo	3
Halsey	Lost_Kings	1
Halsey	Major_Lazer	6
Halsey	Mark_Ronson	1
Halsey	Martin_Solveig	1
Halsey	Matoma	2
Halsey	Meghan_Trainor	2
Halsey	Mike_Posner	4
Halsey	MØ	4
Halsey	ODESZA	2
Halsey	Olly_Murs	2
Halsey	OneRepublic	2
Halsey	One_Direction	2
Halsey	Parachute	1
Halsey	Pentatonix	1
Halsey	Relient_K	1
Halsey	Robin_Schulz	3
Halsey	Selena_Gomez	5
Halsey	Sia	5
Halsey	Sigala	1
Halsey	Steve_Aoki	1
Halsey	The_Chainsmokers	7
Halsey	Timeflies	3
Halsey	Vance_Joy	3
Halsey	Zara_Larsson	3
Halsey	Zedd	6
Halsey	Alesso	2
Halsey	Cash_Cash	3
Halsey	Cheat_Codes	2
Halsey	Chromeo	1
Halsey	DJ_Khaled	1
Halsey	Gryffin	3
Halsey	Jonas_Blue	1
Halsey	Little_Mix	3
Halsey	Owl_City	1
Halsey	RAC	1
Halsey	Seven_Lions	2
Halsey	Smallpools	1
Halsey	Troye_Sivan	3
Halsey	Arctic_Monkeys	2
Halsey	Ben_Howard	1
Halsey	Brandi_Carlile	1
Halsey	BØRNS	5
Halsey	Frank_Ocean	3
Halsey	Glass_Animals	2
Halsey	Hozier	4
Halsey	Lukas_Graham	2
Halsey	Melanie_Martinez	3
Halsey	Miike_Snow	2
Halsey	Of_Monsters_and_Men	1
Halsey	Regina_Spektor	2
Halsey	The_Weeknd	6
Halsey	Andy_Grammer	1
Halsey	Camila_Cabello	3
Halsey	G-Eazy	4
Halsey	Glee_Cast	2
Halsey	Harry_Styles	5
Halsey	Logic	1
Halsey	Luis_Fonsi	2
Halsey	Niall_Horan	6
Halsey	Taylor_Swift	4
Halsey	Tove_Lo	5
Halsey	Twenty_One_Pilots	4
Halsey	Alabama_Shakes	1
Halsey	Chance_The_Rapper	6
Halsey	Future	2
Halsey	GoldLink	1
Halsey	Jefferson_Airplane	1
Halsey	Michael_Kiwanuka	1
Halsey	Post_Malone	5
Halsey	Terror_Jr	2
Halsey	Young_Thug	1
Halsey	Big_Sean	5
Halsey	Broods	1
Halsey	DJ_Snake	4
Halsey	DRAM	1
Halsey	David_Guetta	2
Halsey	Drake	5
Halsey	Empire_Cast	1
Halsey	Fetty_Wap	4
Halsey	Foster_The_People	1
Halsey	Jeremih	3
Halsey	Jidenna	1
Halsey	K_CAMP	1
Halsey	Kanye_West	4
Halsey	Kid_Ink	2
Halsey	Marvin_Gaye	1
Halsey	Mike_WiLL_Made-It	1
Halsey	Phoenix	1
Halsey	Rae_Sremmurd	3
Halsey	Sylvan_Esso	1
Halsey	Travis_Scott	1
Halsey	Trey_Songz	2
Halsey	Wiz_Khalifa	2
Halsey	5_Seconds_of_Summer	2
Halsey	Cher_Lloyd	1
Halsey	Katy_Perry	2
Halsey	Kid_Cudi	1
Halsey	Nick_Jonas	4
Halsey	Sabrina_Carpenter	2
Halsey	Shawn_Mendes	4
Halsey	Soulja_Boy	1
Halsey	The_Vamps	4
Halsey	A_Day_To_Remember	1
Halsey	All_Time_Low	1
Halsey	Amber_Run	1
Halsey	Bring_Me_The_Horizon	1
Halsey	Counting_Crows	1
Halsey	Deftones	1
Halsey	James_Arthur	2
Halsey	Kina_Grannis	1
Halsey	Kings_of_Leon	1
Halsey	Lana_Del_Rey	3
Halsey	Mayday_Parade	1
Halsey	NERO	1
Halsey	Paramore	1
Halsey	Pia_Mia	1
Halsey	Slipknot	1
Halsey	The_1975	2
Halsey	The_Civil_Wars	2
Halsey	The_Neighbourhood	2
Halsey	The_Smashing_Pumpkins	1
Halsey	The_Smiths	1
Halsey	Tom_Odell	1
Halsey	gnash	3
Halsey	Cody_Simpson	1
Halsey	Dillon_Francis	3
Halsey	Imagine_Dragons	3
Halsey	Jeremy_Zucker	1
Halsey	Kendrick_Lamar	3
Halsey	Louis_The_Child	1
Halsey	Marina_and_the_Diamonds	1
Halsey	San_Holo	1
Halsey	Shania_Twain	1
Halsey	Tori_Kelly	1
Halsey	Ben_Platt	1
Halsey	Grouplove	1
Halsey	Jessie_Ware	1
Halsey	Machine_Gun_Kelly	1
Halsey	Sara_Bareilles	2
Halsey	Young_the_Giant	2
Halsey	Bebe_Rexha	1
Halsey	Gorillaz	1
